story_name,model,tokens,events,scenes,sequels,nones,paragraphs
The Indeterminate Sentence: What Shall Be Done with the Criminal Class?,gpt-3.5-turbo,6858,10,0,0,10,48
Bedside Manner,gpt-4o,8278,225,147,19,59,238
Bedside Manner,gpt-3.5-turbo,8448,10,5,5,0,238
"The Seven Vagabonds (From ""Twice Told Tales"")",gpt-4o,8895,25,10,5,10,63
"The Seven Vagabonds (From ""Twice Told Tales"")",gpt-3.5-turbo,8967,5,4,1,0,63
The Sky Trap,gpt-4o,7678,28,11,11,6,197
The Sky Trap,gpt-3.5-turbo,7831,7,5,2,0,197
The lurking fear,gpt-4o,10903,27,17,5,5,69
The lurking fear,gpt-3.5-turbo,10941,8,6,2,0,69
The Music Master,gpt-4o,10435,69,51,14,4,277
The Music Master,gpt-3.5-turbo,10648,15,10,5,0,277
Cry Snooker,gpt-4o,6461,24,12,6,6,258
Cry Snooker,gpt-3.5-turbo,6563,17,12,5,0,258
"The Crucial Moment
1911",gpt-4o,8040,14,9,2,3,71
"The Crucial Moment
1911",gpt-3.5-turbo,8095,10,10,0,0,71
The Hitch Hikers,gpt-4o,5568,130,90,12,28,128
The Hitch Hikers,gpt-3.5-turbo,5637,6,6,0,0,128
Werwile of the Crystal Crypt,gpt-4o,13230,55,23,8,24,265
Werwile of the Crystal Crypt,gpt-3.5-turbo,13362,10,6,4,0,265
Red stripes,gpt-4o,7834,23,14,6,3,166
Red stripes,gpt-3.5-turbo,7869,9,3,5,1,166
The Mischievous Typesetter,gpt-4o,8231,145,79,25,41,157
The Mischievous Typesetter,gpt-3.5-turbo,8321,10,9,1,0,157
The Last Gentleman,gpt-4o,3521,24,13,6,5,103
The Last Gentleman,gpt-3.5-turbo,3587,9,5,4,0,103
Tied Up for Tombstone,gpt-4o,9360,59,42,10,7,250
Tied Up for Tombstone,gpt-3.5-turbo,9396,11,7,4,0,250
"Lancelot Biggs, Master Navigator",gpt-4o,9111,99,31,14,54,185
"Lancelot Biggs, Master Navigator",gpt-3.5-turbo,9280,14,7,7,0,185
"Object, Matrimony",gpt-4o,5620,22,11,4,7,64
"Object, Matrimony",gpt-3.5-turbo,5629,11,6,5,0,64
Metamorphosis,gpt-4o,6196,142,88,10,44,161
Metamorphosis,gpt-3.5-turbo,6203,9,8,1,0,161
The shrine,gpt-4o,4901,32,19,3,10,138
The shrine,gpt-3.5-turbo,4981,7,5,2,0,138
"Who Crosses Storm Mountain?
1911",gpt-4o,6859,30,17,5,8,96
"Who Crosses Storm Mountain?
1911",gpt-3.5-turbo,6954,9,6,3,0,96
Oridin's Formula,gpt-4o,3424,24,12,8,4,90
Oridin's Formula,gpt-3.5-turbo,3500,8,5,3,0,90
The Laughter of Slim Malone,gpt-4o,8388,95,73,14,8,150
The Laughter of Slim Malone,gpt-3.5-turbo,8414,6,6,0,0,150
Dig me no grave,gpt-4o,6912,17,14,2,1,105
Dig me no grave,gpt-3.5-turbo,6941,8,7,1,0,105
The Avenger,gpt-4o,6938,17,8,7,2,160
The Avenger,gpt-3.5-turbo,7016,12,9,3,0,160
Trouble on Tycho,gpt-4o,8056,18,10,4,4,212
Trouble on Tycho,gpt-3.5-turbo,8168,9,6,3,0,212
The taking of Cloudy McGee,gpt-4o,9067,15,11,4,0,290
The taking of Cloudy McGee,gpt-3.5-turbo,9218,4,3,1,0,290
The Fall of Archy House,gpt-4o,4988,27,15,5,7,149
The Fall of Archy House,gpt-3.5-turbo,5074,11,8,3,0,149
My Buried Treasure,gpt-4o,9222,12,6,4,2,149
My Buried Treasure,gpt-3.5-turbo,9245,15,9,6,0,149
Asteroid H277—Plus,gpt-4o,6014,26,15,2,9,78
Asteroid H277—Plus,gpt-3.5-turbo,6062,11,11,0,0,78
The Poors,gpt-4o,5734,18,6,1,11,121
The Poors,gpt-3.5-turbo,5887,5,3,2,0,121
Never Gut-Shoot a Wampus,gpt-4o,7199,8,3,3,2,160
Never Gut-Shoot a Wampus,gpt-3.5-turbo,7385,9,6,3,0,160
Pipe Dream,gpt-4o,7152,12,6,4,2,79
Pipe Dream,gpt-3.5-turbo,7227,14,11,3,0,79
Salvage,gpt-4o,9944,14,11,2,1,143
Salvage,gpt-3.5-turbo,9968,11,9,2,0,143
Forsyte's Retreat,gpt-4o,7201,28,14,6,8,141
Forsyte's Retreat,gpt-3.5-turbo,7275,12,10,2,0,141
The First,gpt-4o,6060,15,7,4,4,154
The First,gpt-3.5-turbo,6145,10,6,4,0,154
Gods of the North,gpt-4o,4341,15,8,5,2,62
Gods of the North,gpt-3.5-turbo,4363,8,7,1,0,62
The Outer Quiet,gpt-4o,5257,28,11,7,10,71
The Outer Quiet,gpt-3.5-turbo,5319,14,10,4,0,71
The Hoplite,gpt-4o,4714,15,5,2,8,98
The Hoplite,gpt-3.5-turbo,4735,14,10,4,0,98
A Select Party,gpt-4o,7176,19,11,1,7,54
A Select Party,gpt-3.5-turbo,7224,10,9,1,0,54
Skulls in the stars,gpt-4o,5246,7,5,2,0,101
Skulls in the stars,gpt-3.5-turbo,5275,8,5,3,0,101
Scrimshaw,gpt-4o,7762,19,11,2,6,101
Scrimshaw,gpt-3.5-turbo,7845,6,4,2,0,101
Step IV,gpt-4o,6480,89,47,16,26,160
Step IV,gpt-3.5-turbo,6511,9,6,3,0,160
Filthy Rich,gpt-4o,4590,25,7,3,15,118
Filthy Rich,gpt-3.5-turbo,4665,6,4,2,0,118
One touch of Terra,gpt-4o,7560,17,10,4,3,163
One touch of Terra,gpt-3.5-turbo,7709,7,4,3,0,163
Ambush: A Terran Empire vignette,gpt-4o,9441,25,15,4,6,162
Ambush: A Terran Empire vignette,gpt-3.5-turbo,9600,20,12,8,0,162
The Fishdollar Affair,gpt-4o,11761,21,14,6,1,317
The Fishdollar Affair,gpt-3.5-turbo,11985,60,21,20,19,317
Radio V-rays,gpt-4o,6500,19,7,3,9,110
Radio V-rays,gpt-3.5-turbo,6518,9,8,1,0,110
Far enough to touch,gpt-4o,8001,20,5,3,12,130
Far enough to touch,gpt-3.5-turbo,8090,11,7,4,0,130
The walls,gpt-4o,6672,113,75,25,13,141
The walls,gpt-3.5-turbo,6822,10,7,3,0,141
The Plotters,gpt-4o,7526,49,29,11,9,211
The Plotters,gpt-3.5-turbo,7604,9,7,2,0,211
Crisis!,gpt-4o,7557,26,14,7,5,132
Crisis!,gpt-3.5-turbo,7648,10,7,3,0,132
The Miserly Robot,gpt-4o,5108,10,5,3,2,93
The Miserly Robot,gpt-3.5-turbo,5215,9,6,3,0,93
"Lost
1898",gpt-4o,6289,9,5,2,2,54
"Lost
1898",gpt-3.5-turbo,6357,10,5,4,1,54
"Pâkia
1901",gpt-4o,5322,15,5,1,9,75
"Pâkia
1901",gpt-3.5-turbo,5367,5,1,2,2,75
A Thought For Tomorrow,gpt-4o,6004,14,5,3,6,133
A Thought For Tomorrow,gpt-3.5-turbo,6085,10,7,3,0,133
Two Whole Glorious Weeks,gpt-4o,6230,21,8,3,10,81
Two Whole Glorious Weeks,gpt-3.5-turbo,6294,8,5,3,0,81
Divvy up,gpt-4o,6453,40,24,5,11,124
Divvy up,gpt-3.5-turbo,6611,15,10,4,1,124
Mr. President,gpt-4o,5247,42,17,8,17,108
Mr. President,gpt-3.5-turbo,5297,8,5,2,1,108
An eye for the ladies,gpt-4o,6523,20,13,6,1,153
An eye for the ladies,gpt-3.5-turbo,6615,13,7,6,0,153
Many happy returns of the day!,gpt-4o,7630,20,6,7,7,73
Many happy returns of the day!,gpt-3.5-turbo,7662,3,2,1,0,73
My friend the murderer,gpt-4o,9744,8,3,3,2,128
My friend the murderer,gpt-3.5-turbo,9771,5,3,2,0,128
Bad Medicine,gpt-4o,8425,15,11,3,1,319
Bad Medicine,gpt-3.5-turbo,8502,12,8,4,0,319
The way out,gpt-4o,7993,35,20,6,9,137
The way out,gpt-3.5-turbo,8111,7,5,2,0,137
The Stellar Legion,gpt-4o,8343,27,13,8,6,147
The Stellar Legion,gpt-3.5-turbo,8540,12,8,4,0,147
Meeting at the Summit,gpt-4o,4563,8,4,4,0,127
Meeting at the Summit,gpt-3.5-turbo,4608,6,4,2,0,127
The Birds of Lorrane,gpt-4o,5096,17,7,4,6,125
The Birds of Lorrane,gpt-3.5-turbo,5209,7,7,0,0,125
Easy money,gpt-4o,11901,14,8,5,1,196
Easy money,gpt-3.5-turbo,11941,4,2,2,0,196
The sky sheriff: The pioneer spirit lives again in the Texas Airplane Patrol,gpt-4o,10923,138,81,13,44,198
The sky sheriff: The pioneer spirit lives again in the Texas Airplane Patrol,gpt-3.5-turbo,10973,12,8,3,1,198
Ring Once for Death,gpt-4o,5316,13,6,2,5,161
Ring Once for Death,gpt-3.5-turbo,5441,14,10,4,0,161
Henry Horn's X-Ray Eye Glasses,gpt-4o,8501,15,7,6,2,301
Henry Horn's X-Ray Eye Glasses,gpt-3.5-turbo,8677,10,6,4,0,301
Loco or Love,gpt-4o,9780,91,72,9,10,275
Loco or Love,gpt-3.5-turbo,9818,19,9,10,0,275
Little Boy,gpt-4o,7123,24,15,7,2,163
Little Boy,gpt-3.5-turbo,7230,5,4,1,0,163
Clean Break,gpt-4o,7773,16,8,3,5,136
Clean Break,gpt-3.5-turbo,7869,11,11,0,0,136
The Green Beret,gpt-4o,6133,19,13,3,3,187
The Green Beret,gpt-3.5-turbo,6217,9,6,2,1,187
Name Your Symptom,gpt-4o,6713,44,17,11,16,148
Name Your Symptom,gpt-3.5-turbo,6826,9,7,2,0,148
"Homo
1909",gpt-4o,5875,14,7,3,4,97
"Homo
1909",gpt-3.5-turbo,5925,4,3,1,0,97
The Violators,gpt-4o,3614,23,14,5,4,74
The Violators,gpt-3.5-turbo,3623,4,2,2,0,74
Clocks,gpt-4o,5106,17,6,2,9,82
Clocks,gpt-3.5-turbo,5120,13,4,2,7,82
Solid Solution,gpt-4o,7148,29,15,4,10,220
Solid Solution,gpt-3.5-turbo,7266,9,6,3,0,220
Out of the Woods,gpt-4o,7580,30,10,5,15,210
Out of the Woods,gpt-3.5-turbo,7603,8,5,2,1,210
Certain Diversities of American Life,gpt-4o,8513,34,0,0,34,36
Certain Diversities of American Life,gpt-3.5-turbo,8548,14,1,5,8,36
The Great Nebraska Sea,gpt-4o,5599,25,16,5,4,68
The Great Nebraska Sea,gpt-3.5-turbo,5641,7,4,1,2,68
"Miss Heck's Thanksgiving Party; or, Topsy Up To Date",gpt-4o,3510,8,3,2,3,38
"Miss Heck's Thanksgiving Party; or, Topsy Up To Date",gpt-3.5-turbo,3549,6,4,0,2,38
People Soup,gpt-4o,2698,24,12,7,5,126
People Soup,gpt-3.5-turbo,2743,12,7,5,0,126
In the Dark,gpt-4o,3327,9,7,2,0,64
In the Dark,gpt-3.5-turbo,3403,8,5,3,0,64
Murderer's Base,gpt-4o,7710,115,49,39,27,139
Murderer's Base,gpt-3.5-turbo,7797,11,8,3,0,139
Asleep in Armageddon,gpt-4o,6576,23,13,7,3,253
Asleep in Armageddon,gpt-3.5-turbo,6694,10,7,3,0,253
Revenge of the Vera,gpt-4o,8112,168,135,28,5,169
Revenge of the Vera,gpt-3.5-turbo,8244,8,4,4,0,169
Peace Manoeuvres,gpt-4o,8924,105,61,33,11,208
Peace Manoeuvres,gpt-3.5-turbo,8909,8,6,2,0,208
"The phantom of Bogue Holauba
1911",gpt-4o,9116,11,8,2,1,108
"The phantom of Bogue Holauba
1911",gpt-3.5-turbo,9228,4,4,0,0,108
The Angel of Lonesome Hill; A Story of a President,gpt-4o,6450,15,9,1,5,148
The Angel of Lonesome Hill; A Story of a President,gpt-3.5-turbo,6550,4,2,2,0,148
Game preserve,gpt-4o,7382,15,11,4,0,133
Game preserve,gpt-3.5-turbo,7469,7,4,3,0,133
Hop O' My Thumb,gpt-4o,6564,19,10,1,8,157
Hop O' My Thumb,gpt-3.5-turbo,6669,11,9,2,0,157
Star bright,gpt-4o,7590,9,6,3,0,127
Star bright,gpt-3.5-turbo,7772,9,5,4,0,127
The Imitation of Earth,gpt-4o,5034,17,12,2,3,98
The Imitation of Earth,gpt-3.5-turbo,5059,9,5,4,0,98
John Leech's Pictures of Life and Character,gpt-4o,7132,13,0,0,13,21
John Leech's Pictures of Life and Character,gpt-3.5-turbo,7207,8,3,0,5,21
The Hickory Limb,gpt-4o,9741,19,10,4,5,217
The Hickory Limb,gpt-3.5-turbo,9852,16,11,5,0,217
The Draw,gpt-4o,9523,17,9,5,3,278
The Draw,gpt-3.5-turbo,9700,14,7,7,0,278
The Hunt Pack,gpt-4o,12085,27,20,6,1,251
The Hunt Pack,gpt-3.5-turbo,12256,10,9,1,0,251
Static,gpt-4o,9278,17,8,2,7,96
Static,gpt-3.5-turbo,9344,12,8,4,0,96
Menace of the Mists,gpt-4o,9751,24,9,3,12,249
Menace of the Mists,gpt-3.5-turbo,9835,11,8,3,0,249
Death Makes a Mistake,gpt-4o,8378,15,10,4,1,265
Death Makes a Mistake,gpt-3.5-turbo,8431,7,6,1,0,265
"The Village Convict
First published in the ""Century Magazine""",gpt-4o,8748,12,7,2,3,191
"The Village Convict
First published in the ""Century Magazine""",gpt-3.5-turbo,8912,13,9,3,1,191
A World by the Tale,gpt-4o,11241,99,80,13,6,246
A World by the Tale,gpt-3.5-turbo,11231,11,6,5,0,246
The Double Spy,gpt-4o,9360,16,7,4,5,146
The Double Spy,gpt-3.5-turbo,9366,7,6,1,0,146
A Drift from Redwood Camp,gpt-4o,10124,16,6,7,3,65
A Drift from Redwood Camp,gpt-3.5-turbo,10193,7,4,3,0,65
The Reluctant Heroes,gpt-4o,8923,76,23,15,38,239
The Reluctant Heroes,gpt-3.5-turbo,9151,7,4,3,0,239
Know Thy Neighbor,gpt-4o,4857,11,7,2,2,102
Know Thy Neighbor,gpt-3.5-turbo,4920,6,4,2,0,102
The Chateau of Prince Polignac,gpt-4o,11910,7,4,3,0,168
The Chateau of Prince Polignac,gpt-3.5-turbo,11990,3,2,1,0,168
The Ultimate Quest,gpt-4o,6969,21,7,0,14,123
The Ultimate Quest,gpt-3.5-turbo,7128,17,9,8,0,123
"Sam, This Is You",gpt-4o,9240,13,9,4,0,195
"Sam, This Is You",gpt-3.5-turbo,9455,10,7,3,0,195
Time and Time Again,gpt-4o,9490,17,9,4,4,148
Time and Time Again,gpt-3.5-turbo,9654,50,26,24,0,148
Coming of the Gods,gpt-4o,9315,31,15,9,7,274
Coming of the Gods,gpt-3.5-turbo,9341,9,6,3,0,274
The crystal ray,gpt-4o,7805,27,17,1,9,111
The crystal ray,gpt-3.5-turbo,7843,7,6,1,0,111
"Bob's Redemption
Captains All, Book 5.",gpt-4o,6640,12,7,3,2,128
"Bob's Redemption
Captains All, Book 5.",gpt-3.5-turbo,6809,15,9,3,3,128
Hunting License,gpt-4o,7388,24,14,3,7,168
Hunting License,gpt-3.5-turbo,7542,8,5,3,0,168
Respectfully mine,gpt-4o,11642,30,17,2,11,230
Respectfully mine,gpt-3.5-turbo,11890,5,2,3,0,230
Dialogue,gpt-4o,11947,10,7,0,3,53
Dialogue,gpt-3.5-turbo,12248,7,1,6,0,53
When the squadron dropped anchor,gpt-4o,8089,21,12,4,5,139
When the squadron dropped anchor,gpt-3.5-turbo,8137,17,11,6,0,139
Nor Dust Corrupt,gpt-4o,7558,35,24,4,7,103
Nor Dust Corrupt,gpt-3.5-turbo,7793,6,4,2,0,103
"Sarréo
1901",gpt-4o,5946,10,5,4,1,89
"Sarréo
1901",gpt-3.5-turbo,6018,8,5,3,0,89
The Adventure of the Dying Detective,gpt-4o,7988,26,13,6,7,186
The Adventure of the Dying Detective,gpt-3.5-turbo,8050,9,6,3,0,186
The Overman,gpt-4o,11442,11,7,3,1,225
The Overman,gpt-3.5-turbo,11449,4,3,1,0,225
"Hooking Watermelons
1898",gpt-4o,9961,12,7,2,3,146
"Hooking Watermelons
1898",gpt-3.5-turbo,10186,7,6,1,0,146
Nerve enough,gpt-4o,5963,20,11,5,4,116
Nerve enough,gpt-3.5-turbo,5992,9,6,3,0,116
Friend Island,gpt-4o,6539,24,8,8,8,74
Friend Island,gpt-3.5-turbo,6621,11,6,3,2,74
World atavism,gpt-4o,11948,39,23,2,14,107
World atavism,gpt-3.5-turbo,11950,9,4,4,1,107
The Conjurer of Venus,gpt-4o,12431,13,10,3,0,397
The Conjurer of Venus,gpt-3.5-turbo,12451,10,7,3,0,397
"With The Eyes Shut
1898",gpt-4o,9782,16,9,3,4,83
"With The Eyes Shut
1898",gpt-3.5-turbo,9842,10,7,3,0,83
Jinx Ship to the Rescue,gpt-4o,6066,24,11,5,8,141
Jinx Ship to the Rescue,gpt-3.5-turbo,6176,6,4,2,0,141
Conservation,gpt-4o,8040,48,26,11,11,184
Conservation,gpt-3.5-turbo,8148,13,9,4,0,184
The Red Room,gpt-4o,5167,140,56,18,66,59
The Red Room,gpt-3.5-turbo,5176,11,6,5,0,59
Dearest,gpt-4o,9025,12,5,3,4,140
Dearest,gpt-3.5-turbo,9171,5,3,2,0,140
Country Lodgings,gpt-4o,6298,38,11,5,22,52
Country Lodgings,gpt-3.5-turbo,6352,9,4,1,4,52
The Marriage of William Durrant,gpt-4o,5598,93,71,9,13,124
The Marriage of William Durrant,gpt-3.5-turbo,5599,8,4,3,1,124
The cowboy and the lady and her pa : $b A story of a fish out of water,gpt-4o,10265,25,9,5,11,150
The cowboy and the lady and her pa : $b A story of a fish out of water,gpt-3.5-turbo,10312,11,6,5,0,150
That Pup,gpt-4o,14170,10,4,3,3,157
That Pup,gpt-3.5-turbo,14337,11,8,3,0,157
Mrs. Korner Sins Her Mercies,gpt-4o,6543,5,3,2,0,173
Mrs. Korner Sins Her Mercies,gpt-3.5-turbo,6623,9,5,4,0,173
It's Raining Frogs!,gpt-4o,13159,16,10,5,1,341
It's Raining Frogs!,gpt-3.5-turbo,13492,11,6,5,0,341
"Halima And The Scorpions
1905",gpt-4o,5324,41,26,2,13,105
"Halima And The Scorpions
1905",gpt-3.5-turbo,5385,10,6,4,0,105
E Being,gpt-4o,4848,119,46,26,47,139
E Being,gpt-3.5-turbo,4896,6,6,0,0,139
Dreams,gpt-4o,8637,11,5,4,2,111
Dreams,gpt-3.5-turbo,8693,6,3,3,0,111
The Snare,gpt-4o,6313,29,17,5,7,226
The Snare,gpt-3.5-turbo,6406,11,11,0,0,226
Ecology on Rollins Island,gpt-4o,7198,23,13,4,6,136
Ecology on Rollins Island,gpt-3.5-turbo,7299,6,3,3,0,136
The Builders,gpt-4o,4677,34,22,5,7,115
The Builders,gpt-3.5-turbo,4736,9,7,2,0,115
Destination—Death,gpt-4o,4973,108,59,14,35,110
Destination—Death,gpt-3.5-turbo,5100,12,9,3,0,110
One-Shot,gpt-4o,6318,13,7,3,3,135
One-Shot,gpt-3.5-turbo,6460,6,5,1,0,135
George Walker at Suez,gpt-4o,10495,15,6,4,5,58
George Walker at Suez,gpt-3.5-turbo,10531,10,6,4,0,58
A Fair Penitent,gpt-4o,5889,23,12,4,7,36
A Fair Penitent,gpt-3.5-turbo,5949,7,4,3,0,36
The Galactic Ghost,gpt-4o,3882,12,7,2,3,72
The Galactic Ghost,gpt-3.5-turbo,3895,7,4,2,1,72
Collectivum,gpt-4o,8574,107,76,10,21,332
Collectivum,gpt-3.5-turbo,8734,15,10,5,0,332
Pied Piper of Mars,gpt-4o,10519,19,15,4,0,141
Pied Piper of Mars,gpt-3.5-turbo,10602,11,9,2,0,141
Thakur-na: A Terran Empire story,gpt-4o,8586,15,11,4,0,154
Thakur-na: A Terran Empire story,gpt-3.5-turbo,8773,17,11,6,0,154
Last Call,gpt-4o,7533,17,8,6,3,133
Last Call,gpt-3.5-turbo,7673,7,5,2,0,133
Dream's end,gpt-4o,6753,21,8,6,7,218
Dream's end,gpt-3.5-turbo,6717,8,5,3,0,218
Back home,gpt-4o,8137,21,9,5,7,131
Back home,gpt-3.5-turbo,8133,8,4,4,0,131
Half past Alligator,gpt-4o,6505,167,94,17,56,168
Half past Alligator,gpt-3.5-turbo,6597,9,6,2,1,168
The Man In The High-Water Boots,gpt-4o,7129,13,7,3,3,86
The Man In The High-Water Boots,gpt-3.5-turbo,7265,5,3,2,0,86
Salvage in Space,gpt-4o,11696,14,10,2,2,222
Salvage in Space,gpt-3.5-turbo,11763,10,7,3,0,222
Heart,gpt-4o,7009,14,12,2,0,207
Heart,gpt-3.5-turbo,7204,8,5,3,0,207
The Luckiest Man in Denv,gpt-4o,6214,19,8,7,4,145
The Luckiest Man in Denv,gpt-3.5-turbo,6310,11,8,3,0,145
The Devil's Asteroid,gpt-4o,14379,16,13,3,0,302
The Devil's Asteroid,gpt-3.5-turbo,14548,11,7,4,0,302
Earthbound,gpt-4o,5053,16,9,2,5,125
Earthbound,gpt-3.5-turbo,5126,12,7,5,0,125
Planet of Doom,gpt-4o,8411,37,18,10,9,195
Planet of Doom,gpt-3.5-turbo,8614,13,10,3,0,195
Feline Red,gpt-4o,8472,58,44,10,4,235
Feline Red,gpt-3.5-turbo,8560,16,7,9,0,235
The Snowball,gpt-4o,8719,11,7,3,1,117
The Snowball,gpt-3.5-turbo,8763,13,13,0,0,117
A Fall of Glass,gpt-4o,7385,17,9,3,5,168
A Fall of Glass,gpt-3.5-turbo,7556,5,4,1,0,168
And there was light,gpt-4o,4781,29,11,5,13,78
And there was light,gpt-3.5-turbo,4796,6,6,0,0,78
The cottage,gpt-4o,6681,26,15,5,6,146
The cottage,gpt-3.5-turbo,6738,6,6,0,0,146
The Old Way,gpt-4o,13213,29,19,7,3,299
The Old Way,gpt-3.5-turbo,13460,4,3,1,0,299
The god on the 36th floor,gpt-4o,7648,18,8,6,4,201
The god on the 36th floor,gpt-3.5-turbo,7702,13,9,4,0,201
The Genius,gpt-4o,8190,26,12,6,8,266
The Genius,gpt-3.5-turbo,8295,11,6,2,3,266
The girl from Samarcand,gpt-4o,6933,16,5,3,8,120
The girl from Samarcand,gpt-3.5-turbo,7033,7,4,3,0,120
Flight Perilous!,gpt-4o,10885,18,9,4,5,251
Flight Perilous!,gpt-3.5-turbo,11018,7,5,2,0,251
Synthetic Hero,gpt-4o,4504,19,8,4,7,85
Synthetic Hero,gpt-3.5-turbo,4526,15,15,0,0,85
The Plymouth Express Affair,gpt-4o,6684,10,6,2,2,207
The Plymouth Express Affair,gpt-3.5-turbo,6788,7,4,3,0,207
King of the Hill,gpt-4o,5751,22,7,4,11,157
King of the Hill,gpt-3.5-turbo,5906,9,5,3,1,157
Consignment,gpt-4o,5340,51,33,9,9,76
Consignment,gpt-3.5-turbo,5380,7,6,1,0,76
"A Chilhowee Lily
1911",gpt-4o,8284,13,6,3,4,89
"A Chilhowee Lily
1911",gpt-3.5-turbo,8445,3,1,2,0,89
Beside the golden door,gpt-4o,8576,33,17,6,10,151
Beside the golden door,gpt-3.5-turbo,8638,7,7,0,0,151
New Apples in the Garden,gpt-4o,4582,22,5,2,15,192
New Apples in the Garden,gpt-3.5-turbo,4687,9,5,4,0,192
How to Make Friends,gpt-4o,7155,23,12,5,6,250
How to Make Friends,gpt-3.5-turbo,7239,7,4,3,0,250
The Lightning's Course,gpt-4o,12743,47,26,13,8,273
The Lightning's Course,gpt-3.5-turbo,12867,13,9,4,0,273
To-morrow,gpt-4o,14272,10,4,3,3,227
To-morrow,gpt-3.5-turbo,14369,23,7,14,2,227
The Seventh Order,gpt-4o,8104,16,10,3,3,187
The Seventh Order,gpt-3.5-turbo,8143,11,7,4,0,187
Big Stupe,gpt-4o,5071,23,10,9,4,109
Big Stupe,gpt-3.5-turbo,5127,12,7,5,0,109
Latent Image,gpt-4o,13105,29,14,9,6,356
Latent Image,gpt-3.5-turbo,13361,13,10,3,0,356
A Zloor for Your Trouble!,gpt-4o,7605,13,7,5,1,207
A Zloor for Your Trouble!,gpt-3.5-turbo,7764,7,4,3,0,207
The haunter of the dark,gpt-4o,12539,33,19,7,7,93
The haunter of the dark,gpt-3.5-turbo,12600,10,9,1,0,93
Honor O'Callaghan,gpt-4o,6295,20,4,3,13,37
Honor O'Callaghan,gpt-3.5-turbo,6349,5,3,2,0,37
The Tahquitch Maiden: A Tale of the San Jacintos,gpt-4o,6418,8,5,2,1,79
The Tahquitch Maiden: A Tale of the San Jacintos,gpt-3.5-turbo,6446,3,2,1,0,79
The gray brotherhood,gpt-4o,11548,15,11,4,0,394
The gray brotherhood,gpt-3.5-turbo,11621,2,1,1,0,394
Race Riot,gpt-4o,7748,27,12,4,11,144
Race Riot,gpt-3.5-turbo,7829,7,6,1,0,144
The Freelancer,gpt-4o,6410,31,19,7,5,159
The Freelancer,gpt-3.5-turbo,6416,16,10,6,0,159
The Good Seed,gpt-4o,5992,12,7,4,1,131
The Good Seed,gpt-3.5-turbo,6012,10,8,2,0,131
Luna Escapade,gpt-4o,6660,31,9,8,14,205
Luna Escapade,gpt-3.5-turbo,6707,4,3,1,0,205
Some Causes of the Prevailing Discontent,gpt-4o,7919,25,0,0,25,41
Some Causes of the Prevailing Discontent,gpt-3.5-turbo,7926,10,1,4,5,41
When the Sun went out,gpt-4o,8241,16,8,3,5,83
When the Sun went out,gpt-3.5-turbo,8292,7,4,3,0,83
Title fight,gpt-4o,5894,9,6,3,0,181
Title fight,gpt-3.5-turbo,6019,7,5,2,0,181
Stranger From Space,gpt-4o,6104,13,7,4,2,124
Stranger From Space,gpt-3.5-turbo,6189,7,5,2,0,124
Vampires of Space,gpt-4o,10656,13,6,5,2,224
Vampires of Space,gpt-3.5-turbo,10681,10,6,4,0,224
"The Blindman's World
1898",gpt-4o,9259,13,4,3,6,66
"The Blindman's World
1898",gpt-3.5-turbo,9287,5,4,1,0,66
"The Cobbler In The Devil's Kitchen
From ""Mackinac And Lake Stories"", 1899",gpt-4o,6535,13,5,2,6,126
"The Cobbler In The Devil's Kitchen
From ""Mackinac And Lake Stories"", 1899",gpt-3.5-turbo,6613,6,4,2,0,126
Preview of Peril,gpt-4o,10511,15,11,3,1,189
Preview of Peril,gpt-3.5-turbo,10570,10,5,5,0,189
The wizard of light,gpt-4o,6183,15,9,1,5,73
The wizard of light,gpt-3.5-turbo,6214,15,8,7,0,73
The thought-feeders,gpt-4o,4970,25,13,6,6,131
The thought-feeders,gpt-3.5-turbo,5017,8,7,1,0,131
Garden of Evil,gpt-4o,6196,33,20,12,1,86
Garden of Evil,gpt-3.5-turbo,6289,20,11,9,0,86
A jar of jelly beans,gpt-4o,7253,12,4,2,6,221
A jar of jelly beans,gpt-3.5-turbo,7434,4,4,0,0,221
On the Fourth Planet,gpt-4o,8404,37,19,11,7,116
On the Fourth Planet,gpt-3.5-turbo,8481,9,6,3,0,116
"The White Cat
Captains All, Book 10.",gpt-4o,6242,17,11,4,2,131
"The White Cat
Captains All, Book 10.",gpt-3.5-turbo,6379,11,7,4,0,131
Failure on Titan,gpt-4o,10344,17,7,5,5,165
Failure on Titan,gpt-3.5-turbo,10514,4,3,1,0,165
Youngling: A Terran Empire story,gpt-4o,4748,22,11,3,8,87
Youngling: A Terran Empire story,gpt-3.5-turbo,4794,8,5,3,0,87
"The Blue Man
From ""Mackinac And Lake Stories"", 1899",gpt-4o,4817,10,5,3,2,79
"The Blue Man
From ""Mackinac And Lake Stories"", 1899",gpt-3.5-turbo,4843,8,5,2,1,79
Rats in the Belfry,gpt-4o,8601,15,10,3,2,278
Rats in the Belfry,gpt-3.5-turbo,8754,11,7,4,0,278
Cupid's Cyclopedia,gpt-4o,10764,28,0,0,28,334
Cupid's Cyclopedia,gpt-3.5-turbo,10890,6,2,3,1,334
Miss Tweedham's Elogarsn,gpt-4o,7436,26,17,4,5,241
Miss Tweedham's Elogarsn,gpt-3.5-turbo,7463,17,9,8,0,241
Stalemate,gpt-4o,6445,25,11,7,7,180
Stalemate,gpt-3.5-turbo,6513,7,5,2,0,180
